device_id,timestamp,downstream_curr_rate_kbps,downstream_max_rate_kbps,upstream_curr_rate_kbps,upstream_max_rate_kbps,snr_margin_down_db,snr_margin_up_db,attenuation_down_db,attenuation_up_db,crc_errors_total,health_score,root_cause
IGD_105,2026-02-23 21:21:37,4932,14249,1996,2137,20.14,14.93,34.77,37.33,58,0,NORMAL
IGD_057,2026-02-24 21:21:37,2381,20647,1428,3097,5.45,4.02,20.75,25.58,832,2,High Interference / Noise
IGD_174,2026-02-23 09:21:38,4908,15236,1948,2285,19.02,19.28,30.23,32.68,70,0,NORMAL
IGD_255,2026-02-23 09:21:38,8488,17695,2358,2654,23.16,19.2,29.12,30.85,17,0,NORMAL
IGD_086,2026-02-24 15:21:37,3008,16967,1171,2545,14.5,17.37,32.2,33.49,134,0,Configuration / Ports overload
IGD_248,2026-02-23 09:21:38,11656,23091,3239,3463,19.27,20.53,22.39,24.44,23,0,NORMAL
IGD_082,2026-02-24 15:21:37,2720,18849,1843,2827,10.44,7.73,38.1,47.01,395,1,Line degradation
IGD_204,2026-02-22 21:21:38,10031,21896,2951,3284,17.12,14.53,21.39,19.2,57,0,NORMAL
IGD_188,2026-02-24 15:21:38,1553,16254,1622,2438,9.42,5.74,49.57,52.45,744,1,Line degradation
IGD_015,2026-02-23 03:21:37,6812,19019,2119,2852,17.84,15.16,24.59,29.13,24,0,Line degradation
IGD_045,2026-02-23 15:21:37,3035,9835,1279,1475,24.42,20.36,44.81,47.35,5,0,NORMAL
IGD_118,2026-02-23 21:21:37,1054,12831,1135,1924,4.13,3.79,24.42,30.67,2331,2,High Interference / Noise
IGD_049,2026-02-24 09:21:37,6463,16581,2250,2487,25.52,13.8,37.89,35.0,29,0,NORMAL
IGD_089,2026-02-23 03:21:37,6554,16678,2317,2501,22.36,18.71,33.88,40.91,81,0,NORMAL
IGD_257,2026-02-23 21:21:38,10745,19839,2690,2975,21.91,20.15,21.34,19.94,99,0,NORMAL
IGD_109,2026-02-23 21:21:37,1834,17544,1236,2631,7.47,4.38,30.26,39.38,866,2,High Interference / Noise
IGD_130,2026-02-25 03:21:37,3718,14398,2035,2159,17.97,18.99,42.55,38.26,55,0,NORMAL
IGD_018,2026-02-24 03:21:37,424,9377,572,1406,4.94,3.91,41.42,46.78,1135,2,High Interference / Noise
IGD_110,2026-02-23 21:21:37,9054,18952,2547,2842,18.17,16.55,19.13,20.74,37,0,NORMAL
IGD_271,2026-02-22 21:21:38,1960,16473,949,2470,15.19,15.52,37.16,42.19,228,1,Configuration / Ports overload
IGD_285,2026-02-24 09:21:38,3077,19318,2178,2897,8.59,11.29,23.52,33.81,199,1,Crosstalk / Saturation
IGD_197,2026-02-23 15:21:38,1468,19907,1361,2986,4.4,5.56,24.41,26.89,2791,2,High Interference / Noise
IGD_269,2026-02-23 03:21:38,2759,10663,1105,1599,19.64,15.57,42.52,49.41,5,0,Line degradation
IGD_210,2026-02-24 15:21:38,3108,22556,2533,3383,7.53,8.19,38.3,41.45,335,1,Line degradation
IGD_216,2026-02-24 03:21:38,4218,12236,1671,1835,17.14,18.33,32.33,31.25,136,0,NORMAL
IGD_156,2026-02-24 09:21:37,2055,16241,1755,2436,6.83,8.1,41.27,46.97,142,0,Line degradation
IGD_168,2026-02-22 21:21:38,3008,15213,1187,2281,17.9,17.81,27.68,30.15,257,1,Configuration / Ports overload
IGD_018,2026-02-24 15:21:37,507,9377,726,1406,5.46,1.94,41.37,42.95,1973,2,High Interference / Noise
IGD_108,2026-02-24 21:21:37,7343,20685,2924,3102,15.29,18.0,23.76,23.79,51,0,NORMAL
IGD_060,2026-02-24 21:21:37,4608,13531,1912,2029,19.6,14.43,34.71,39.78,39,0,NORMAL
IGD_220,2026-02-22 21:21:38,8737,22973,2269,3445,19.66,15.77,17.54,21.38,8,0,Line degradation
IGD_254,2026-02-23 03:21:38,3633,12137,1265,1820,20.23,16.24,31.87,35.1,62,0,Line degradation
IGD_267,2026-02-24 15:21:38,917,15598,1442,2339,3.8,1.83,34.42,37.58,1316,2,High Interference / Noise
IGD_279,2026-02-24 09:21:38,1096,13955,871,2093,4.71,2.64,31.48,39.98,700,2,High Interference / Noise
IGD_048,2026-02-25 03:21:37,9220,19326,2463,2898,21.85,10.94,23.33,24.83,31,0,NORMAL
IGD_197,2026-02-24 15:21:38,2318,19907,1402,2986,8.67,6.23,24.15,31.24,845,2,High Interference / Noise
IGD_106,2026-02-24 15:21:37,4545,13998,1796,2099,14.52,15.68,28.69,31.28,65,0,NORMAL
IGD_227,2026-02-24 21:21:38,3636,11855,1647,1778,18.31,14.9,41.83,40.11,105,0,NORMAL
IGD_054,2026-02-23 15:21:37,6148,14813,2051,2221,25.17,12.32,35.86,38.73,14,0,NORMAL
IGD_111,2026-02-23 15:21:37,1419,9601,1037,1440,14.32,13.49,49.14,55.24,76,1,Line degradation
IGD_111,2026-02-24 09:21:37,726,9601,1028,1440,10.67,9.64,57.75,68.02,378,2,Line degradation
IGD_293,2026-02-24 15:21:38,2626,20851,1655,3127,7.41,4.57,29.13,26.8,367,2,High Interference / Noise
IGD_113,2026-02-23 15:21:37,9470,21398,2889,3209,17.91,21.93,13.74,15.31,0,0,NORMAL
IGD_095,2026-02-23 09:21:37,1110,12624,851,1893,7.72,4.35,34.91,41.62,817,2,High Interference / Noise
IGD_017,2026-02-23 09:21:37,3530,14215,1416,2132,18.11,12.17,31.65,36.17,27,0,Line degradation
IGD_156,2026-02-23 03:21:37,4472,16241,1517,2436,18.43,16.24,27.23,36.69,106,0,Line degradation
IGD_097,2026-02-24 03:21:37,1973,12891,976,1933,13.77,12.53,33.82,32.83,394,1,Configuration / Ports overload
IGD_048,2026-02-23 03:21:37,10322,19326,2592,2898,23.2,14.15,19.29,24.3,12,0,NORMAL
IGD_085,2026-02-23 21:21:37,5683,17681,2267,2652,19.04,19.96,36.45,38.99,97,0,NORMAL
IGD_100,2026-02-24 21:21:37,10171,23565,3171,3534,19.54,17.8,26.73,28.35,54,0,NORMAL
IGD_191,2026-02-23 21:21:38,5963,15902,2184,2385,20.93,21.86,33.23,33.41,61,0,NORMAL
IGD_004,2026-02-22 21:21:37,1793,13013,1529,1951,8.6,8.84,31.87,40.45,234,1,Crosstalk / Saturation
IGD_290,2026-02-22 21:21:38,9242,21831,2828,3274,17.01,18.07,22.01,24.71,10,0,NORMAL
IGD_043,2026-02-23 15:21:37,3365,22668,1641,3400,8.77,2.53,20.37,28.78,710,2,High Interference / Noise
IGD_052,2026-02-23 03:21:37,7819,18484,1994,2772,18.83,15.34,17.41,22.27,27,0,Line degradation
IGD_276,2026-02-24 21:21:38,5877,14961,1927,2244,19.54,12.8,34.44,32.81,1,0,NORMAL
IGD_274,2026-02-24 15:21:38,9742,20075,2791,3011,21.17,14.38,24.92,23.72,33,0,NORMAL
IGD_140,2026-02-23 15:21:37,5808,19612,1823,2941,14.58,15.0,26.94,35.69,28,0,Line degradation
IGD_159,2026-02-24 09:21:37,730,8914,825,1337,11.37,8.82,59.71,61.18,101,2,Line degradation
IGD_193,2026-02-25 03:21:38,7137,16534,2314,2480,19.81,18.28,27.37,31.07,8,0,NORMAL
IGD_250,2026-02-24 15:21:38,1221,12127,1186,1819,9.51,9.12,45.71,54.22,560,1,Line degradation
IGD_079,2026-02-24 15:21:37,1063,14237,1564,2135,10.49,8.97,52.01,61.26,334,1,Line degradation
IGD_264,2026-02-24 09:21:38,2939,19622,2214,2943,10.78,10.52,32.64,47.98,210,0,Line degradation
IGD_254,2026-02-24 21:21:38,1174,12137,1174,1820,7.42,5.27,46.19,46.39,590,1,Line degradation
IGD_041,2026-02-23 09:21:37,3635,12520,1681,1878,19.26,18.98,39.78,43.48,33,0,NORMAL
IGD_044,2026-02-23 15:21:37,2767,13601,1077,2040,19.22,14.8,25.72,33.6,168,0,Configuration / Ports overload
IGD_116,2026-02-23 03:21:37,2833,16137,1100,2420,18.1,16.5,27.87,32.8,356,0,Configuration / Ports overload
IGD_008,2026-02-23 15:21:37,1739,11894,779,1784,18.26,18.62,44.02,44.08,377,1,Configuration / Ports overload
IGD_154,2026-02-24 09:21:37,4876,13888,1824,2083,21.96,15.99,33.75,39.79,17,0,NORMAL
IGD_271,2026-02-25 03:21:38,3649,16473,1257,2470,18.2,18.72,32.84,36.63,150,0,Configuration / Ports overload
IGD_063,2026-02-23 03:21:37,2160,15768,1560,2365,9.27,6.17,35.69,46.3,404,1,Crosstalk / Saturation
IGD_144,2026-02-24 15:21:37,6896,14232,1966,2134,24.44,21.95,33.74,33.61,51,0,NORMAL
IGD_156,2026-02-25 03:21:37,1197,16241,1492,2436,6.49,3.68,49.58,49.91,1082,1,Line degradation
IGD_157,2026-02-24 09:21:37,2918,11346,1565,1701,20.85,19.86,51.21,48.54,0,1,NORMAL
IGD_033,2026-02-23 21:21:37,1473,11171,1067,1675,13.91,12.73,48.85,55.74,200,1,Line degradation
IGD_034,2026-02-23 09:21:37,673,12501,976,1875,2.52,2.55,34.16,40.67,3000,2,High Interference / Noise
IGD_140,2026-02-23 09:21:37,6886,19612,1826,2941,16.0,15.24,22.0,23.49,14,0,Line degradation
IGD_066,2026-02-22 21:21:37,2880,10566,1455,1584,24.07,18.85,47.46,52.53,8,1,NORMAL
IGD_224,2026-02-24 09:21:38,4046,17569,1223,2635,19.97,15.48,36.74,42.08,267,0,Configuration / Ports overload
IGD_154,2026-02-23 15:21:37,5327,13888,1859,2083,19.89,16.91,35.65,36.21,3,0,NORMAL
IGD_217,2026-02-23 15:21:38,4301,23344,1913,3501,11.56,10.83,17.2,23.37,276,0,Configuration / Ports overload
IGD_055,2026-02-23 15:21:37,2132,20690,1992,3103,3.15,4.33,17.54,20.42,2114,2,High Interference / Noise
IGD_296,2026-02-24 21:21:38,2256,20502,1869,3075,5.99,6.16,37.79,43.99,216,1,Line degradation
IGD_182,2026-02-24 21:21:38,8033,20800,2654,3120,17.09,13.31,26.29,28.63,68,0,NORMAL
IGD_163,2026-02-23 21:21:38,10334,18186,2467,2727,21.24,14.54,14.05,21.61,33,0,NORMAL
IGD_118,2026-02-24 15:21:37,884,12831,1086,1924,4.8,4.13,28.51,36.15,1719,2,High Interference / Noise
IGD_068,2026-02-25 03:21:37,1671,15793,1243,2368,6.73,4.82,24.38,26.62,1861,2,High Interference / Noise
IGD_210,2026-02-24 09:21:38,4144,22556,2101,3383,11.57,8.28,33.16,44.13,254,0,Line degradation
IGD_203,2026-02-25 03:21:38,10824,23664,3324,3549,19.8,19.59,22.6,28.59,43,0,NORMAL
IGD_166,2026-02-25 03:21:38,2431,8640,1131,1296,23.18,18.58,41.18,48.21,9,0,NORMAL
IGD_164,2026-02-24 15:21:38,4827,17000,2412,2550,17.86,16.41,34.89,34.89,17,0,NORMAL
IGD_024,2026-02-25 03:21:37,3232,18191,1366,2728,19.1,16.95,24.96,28.09,133,1,Configuration / Ports overload
IGD_213,2026-02-23 21:21:38,3096,20729,2129,3109,6.92,3.68,29.14,35.47,1668,1,Crosstalk / Saturation
IGD_262,2026-02-25 03:21:38,5731,16249,2186,2437,22.65,19.82,39.69,39.54,25,0,NORMAL
IGD_230,2026-02-22 21:21:38,9574,21803,2980,3270,20.14,18.54,20.95,27.77,80,0,NORMAL
IGD_077,2026-02-23 21:21:37,4380,21154,1913,3173,13.4,11.72,30.41,38.41,224,0,Line degradation
IGD_113,2026-02-24 21:21:37,9696,21398,3007,3209,17.3,22.03,15.32,18.74,46,0,NORMAL
IGD_189,2026-02-24 03:21:38,11387,22571,2957,3385,19.54,19.29,21.51,26.79,53,0,NORMAL
IGD_112,2026-02-24 09:21:37,2274,17029,2008,2554,11.46,9.0,42.74,50.78,268,0,Line degradation
IGD_111,2026-02-23 09:21:37,1710,9601,909,1440,15.2,13.06,51.23,52.58,50,1,Line degradation
IGD_285,2026-02-24 15:21:38,3296,19318,1925,2897,7.92,10.45,27.77,31.88,161,0,Crosstalk / Saturation
IGD_234,2026-02-22 21:21:38,4611,14943,1542,2241,18.8,18.34,30.65,39.01,6,0,Line degradation
IGD_137,2026-02-23 03:21:37,5723,12709,1685,1906,21.68,17.17,26.18,29.54,52,0,NORMAL
IGD_232,2026-02-24 09:21:38,9876,19994,2753,2999,20.21,17.4,17.59,23.53,1,0,NORMAL
IGD_141,2026-02-24 15:21:37,8345,18818,2406,2822,20.65,15.61,21.82,23.2,35,0,NORMAL
IGD_253,2026-02-25 03:21:38,1001,12570,978,1885,4.23,4.71,38.42,39.65,1865,2,High Interference / Noise
IGD_035,2026-02-23 15:21:37,2392,23511,1515,3526,6.74,4.17,16.41,26.16,514,2,High Interference / Noise
IGD_111,2026-02-24 03:21:37,838,9601,1098,1440,10.51,9.43,57.97,61.49,30,2,Line degradation
IGD_260,2026-02-23 09:21:38,12508,22438,3058,3365,24.85,17.74,18.85,23.0,13,0,NORMAL
IGD_056,2026-02-24 15:21:37,2650,8608,1127,1291,25.48,20.45,45.01,50.31,67,1,NORMAL
IGD_148,2026-02-24 03:21:37,5633,21380,1718,3207,19.79,14.56,20.22,22.67,193,0,Configuration / Ports overload
IGD_271,2026-02-23 15:21:38,2663,16473,1026,2470,17.98,16.85,35.27,42.92,352,0,Configuration / Ports overload
IGD_060,2026-02-23 21:21:37,5016,13531,1807,2029,16.33,14.78,29.8,33.69,98,0,NORMAL
IGD_156,2026-02-24 15:21:37,1766,16241,1763,2436,9.18,8.96,43.95,46.95,366,1,Line degradation
IGD_042,2026-02-23 03:21:37,3679,12971,1721,1945,17.35,14.57,39.24,40.93,19,0,NORMAL
IGD_106,2026-02-24 03:21:37,7019,13998,1953,2099,23.6,13.88,25.37,29.65,51,0,NORMAL
IGD_248,2026-02-23 15:21:38,11880,23091,2970,3463,20.91,20.72,17.52,21.26,4,0,NORMAL
IGD_011,2026-02-24 21:21:37,1265,14904,1381,2235,7.12,6.22,44.36,52.6,1251,1,Line degradation
IGD_203,2026-02-24 03:21:38,10692,23664,3348,3549,20.37,19.41,23.81,27.86,35,0,NORMAL
IGD_271,2026-02-24 09:21:38,2748,16473,1344,2470,21.36,11.57,36.25,38.22,288,1,Configuration / Ports overload
IGD_032,2026-02-24 21:21:37,1124,9863,774,1479,18.15,13.65,43.13,46.14,462,1,Configuration / Ports overload
IGD_272,2026-02-24 21:21:38,4644,13812,1860,2071,19.84,16.44,38.07,40.91,25,0,NORMAL
IGD_085,2026-02-22 21:21:37,7710,17681,2324,2652,24.53,19.79,36.4,38.56,62,0,NORMAL
IGD_296,2026-02-24 15:21:38,3249,20502,2012,3075,9.15,7.33,34.38,41.23,322,1,Line degradation
IGD_136,2026-02-23 03:21:37,2355,13731,1102,2059,17.83,13.56,23.48,25.95,273,1,Configuration / Ports overload
IGD_283,2026-02-24 03:21:38,2140,16992,1674,2548,11.43,9.9,46.54,52.15,27,1,Line degradation
IGD_237,2026-02-24 09:21:38,11833,22727,2995,3409,26.55,17.87,19.97,21.52,42,0,NORMAL
IGD_189,2026-02-23 09:21:38,9765,22571,3154,3385,17.51,15.12,25.03,26.93,36,0,NORMAL
IGD_069,2026-02-22 21:21:37,14352,23762,3346,3564,24.31,14.94,20.56,19.42,86,0,NORMAL
IGD_073,2026-02-25 03:21:37,2652,9838,1276,1475,20.89,22.24,46.8,48.08,47,1,NORMAL
IGD_079,2026-02-25 03:21:37,692,14237,1517,2135,5.82,4.73,59.98,66.82,722,2,Line degradation
IGD_182,2026-02-23 15:21:38,10157,20800,2920,3120,23.14,16.56,25.81,25.13,28,0,NORMAL
IGD_135,2026-02-24 03:21:37,7298,19603,2679,2940,14.89,12.69,22.62,24.75,9,0,NORMAL
IGD_187,2026-02-24 21:21:38,6476,17570,2263,2635,20.3,21.01,34.47,37.74,72,0,NORMAL
IGD_207,2026-02-25 03:21:38,722,9045,713,1356,4.91,2.23,38.26,49.25,520,2,High Interference / Noise
IGD_044,2026-02-23 09:21:37,2301,13601,1009,2040,16.92,18.83,26.04,29.81,358,1,Configuration / Ports overload
IGD_057,2026-02-23 21:21:37,2434,20647,1667,3097,5.91,5.49,27.17,33.75,723,2,High Interference / Noise
IGD_175,2026-02-24 21:21:38,5267,15114,1934,2267,17.48,17.08,32.2,31.48,28,0,NORMAL
IGD_178,2026-02-24 09:21:38,1367,10958,1228,1643,11.47,6.94,50.68,50.88,117,0,Crosstalk / Saturation
IGD_008,2026-02-22 21:21:37,2017,11894,868,1784,20.99,16.89,44.15,46.22,174,0,Configuration / Ports overload
IGD_179,2026-02-24 21:21:38,5494,16269,2198,2440,24.17,21.7,44.22,45.29,55,0,NORMAL
IGD_123,2026-02-25 03:21:37,397,10638,798,1595,2.16,2.14,46.5,50.29,1861,2,High Interference / Noise
IGD_152,2026-02-23 09:21:37,1747,20272,1403,3040,3.64,4.27,15.26,15.78,1033,2,High Interference / Noise
IGD_006,2026-02-24 09:21:37,9827,21533,3051,3229,19.63,19.1,24.13,27.59,5,0,NORMAL
IGD_161,2026-02-23 03:21:38,4741,13936,1837,2090,19.4,22.42,39.94,42.78,14,0,NORMAL
IGD_066,2026-02-23 03:21:37,2904,10566,1375,1584,20.58,15.51,42.5,44.73,70,1,NORMAL
IGD_218,2026-02-24 09:21:38,1585,17326,1122,2598,7.59,6.19,30.56,36.0,391,2,High Interference / Noise
IGD_090,2026-02-24 15:21:37,2131,20228,1426,3034,6.31,4.06,21.12,26.18,678,2,High Interference / Noise
IGD_079,2026-02-24 03:21:37,1749,14237,1679,2135,11.26,10.02,46.79,52.46,264,1,Line degradation
IGD_031,2026-02-25 03:21:37,1347,15185,1472,2277,6.4,3.62,46.27,51.94,1338,1,Line degradation
IGD_241,2026-02-23 21:21:38,1334,10117,1036,1517,14.8,13.71,53.23,59.57,44,1,Line degradation
IGD_175,2026-02-23 03:21:38,5119,15114,2016,2267,16.37,21.67,31.15,34.81,4,0,NORMAL
IGD_091,2026-02-24 15:21:37,741,10452,1002,1567,10.27,8.31,55.75,63.7,815,2,Line degradation
IGD_061,2026-02-23 09:21:37,2666,11057,1501,1658,19.83,15.3,47.85,47.65,37,0,NORMAL
IGD_118,2026-02-24 21:21:37,1006,12831,957,1924,1.4,1.98,28.54,32.08,2285,2,High Interference / Noise
IGD_230,2026-02-24 15:21:38,8563,21803,2872,3270,17.09,18.04,21.44,23.35,22,0,NORMAL
IGD_175,2026-02-24 03:21:38,4684,15114,1988,2267,14.78,22.7,32.1,35.64,3,0,NORMAL
IGD_117,2026-02-23 03:21:37,8049,20275,1987,3041,18.03,15.39,19.2,22.54,2,0,Line degradation
IGD_151,2026-02-25 03:21:37,1304,17732,1805,2659,5.66,6.09,47.59,57.3,408,1,Line degradation
IGD_210,2026-02-24 03:21:38,4583,22556,2264,3383,12.9,10.85,29.9,35.7,54,0,Line degradation
IGD_158,2026-02-24 15:21:37,4573,19050,2070,2857,16.02,6.43,22.36,29.2,96,0,Crosstalk / Saturation
IGD_058,2026-02-23 09:21:37,2052,23043,1792,3456,3.96,3.93,20.43,21.34,3955,2,High Interference / Noise
IGD_056,2026-02-23 21:21:37,2693,8608,1132,1291,20.79,21.53,44.38,45.42,39,0,NORMAL
IGD_095,2026-02-24 03:21:37,989,12624,946,1893,4.1,2.33,30.45,33.84,2194,2,High Interference / Noise
IGD_300,2026-02-24 09:21:38,6101,13284,1819,1992,22.61,18.3,29.11,32.62,27,0,NORMAL
IGD_088,2026-02-23 21:21:37,1550,22667,1794,3400,4.55,4.17,16.67,20.09,1416,2,High Interference / Noise
IGD_300,2026-02-23 21:21:38,5136,13284,1702,1992,17.58,20.03,24.82,29.79,13,0,NORMAL
IGD_157,2026-02-25 03:21:37,2849,11346,1480,1701,21.63,15.09,43.93,46.67,42,0,NORMAL
IGD_267,2026-02-24 21:21:38,1072,15598,1068,2339,3.37,6.4,35.89,39.28,2430,2,High Interference / Noise
IGD_263,2026-02-24 15:21:38,4535,17236,2346,2585,17.78,22.04,36.14,36.51,75,0,NORMAL
IGD_156,2026-02-23 15:21:37,3648,16241,1930,2436,13.0,14.29,34.29,41.01,22,0,Line degradation
IGD_013,2026-02-22 21:21:37,6665,14304,1987,2145,24.28,16.26,30.96,32.54,26,0,NORMAL
IGD_266,2026-02-25 03:21:38,7197,18274,2540,2741,19.92,16.95,24.43,26.91,55,0,NORMAL
IGD_081,2026-02-25 03:21:37,8244,18023,2507,2703,21.94,21.88,19.41,28.02,111,0,NORMAL
IGD_219,2026-02-24 09:21:38,3023,18676,1248,2801,17.17,15.47,26.07,28.85,273,1,Configuration / Ports overload
IGD_162,2026-02-24 21:21:38,9232,22388,3178,3358,21.73,21.39,24.63,26.69,4,0,NORMAL
IGD_032,2026-02-23 15:21:37,1466,9863,681,1479,17.16,10.9,43.57,45.95,345,0,Configuration / Ports overload
IGD_157,2026-02-23 09:21:37,3089,11346,1504,1701,22.87,17.96,48.35,52.12,2,1,NORMAL
IGD_024,2026-02-23 15:21:37,3017,18191,1458,2728,18.47,15.69,27.0,25.36,130,1,Configuration / Ports overload
IGD_051,2026-02-24 15:21:37,1381,14610,1470,2191,10.35,6.71,52.56,60.73,393,1,Line degradation
IGD_134,2026-02-24 09:21:37,516,8904,840,1335,5.43,0.5,41.59,48.12,884,2,High Interference / Noise
IGD_139,2026-02-24 03:21:37,1286,10720,1082,1608,9.81,10.52,50.91,61.43,28,1,Line degradation
IGD_012,2026-02-23 03:21:37,8109,23243,2666,3486,19.35,16.33,28.53,27.08,92,0,Line degradation
IGD_158,2026-02-24 21:21:37,3144,19050,2170,2857,10.19,6.04,23.94,35.84,215,1,Crosstalk / Saturation
IGD_042,2026-02-22 21:21:37,5153,12971,1677,1945,20.42,22.36,33.83,38.05,41,0,NORMAL
IGD_022,2026-02-24 21:21:37,1729,23089,2090,3463,2.17,5.65,16.32,23.59,2483,2,High Interference / Noise
IGD_212,2026-02-23 21:21:38,2360,9413,1324,1411,17.36,14.51,44.88,48.7,65,0,NORMAL
IGD_131,2026-02-24 15:21:37,506,9096,986,1364,8.88,6.69,63.33,67.11,901,2,Line degradation
IGD_109,2026-02-22 21:21:37,1788,17544,1444,2631,7.12,5.53,31.55,37.25,618,2,High Interference / Noise
IGD_076,2026-02-25 03:21:37,3508,18137,1897,2720,10.69,12.67,26.85,32.33,157,0,Crosstalk / Saturation
IGD_092,2026-02-23 03:21:37,1721,16631,1109,2494,6.59,4.99,39.01,39.99,1593,2,High Interference / Noise
IGD_081,2026-02-24 15:21:37,9886,18023,2344,2703,23.66,22.3,19.8,17.26,57,0,NORMAL
IGD_044,2026-02-25 03:21:37,2899,13601,778,2040,21.75,17.83,27.88,28.25,172,1,Configuration / Ports overload
IGD_055,2026-02-23 21:21:37,2186,20690,1472,3103,6.84,2.77,14.99,15.18,712,2,High Interference / Noise
IGD_049,2026-02-24 03:21:37,6131,16581,2281,2487,24.26,14.89,40.92,44.39,134,0,NORMAL
IGD_248,2026-02-24 03:21:38,12861,23091,2965,3463,21.66,15.25,17.28,20.07,82,0,NORMAL
IGD_039,2026-02-24 15:21:37,747,8626,732,1293,10.12,4.89,44.51,47.35,927,2,High Interference / Noise
IGD_292,2026-02-24 09:21:38,4786,13693,1844,2053,16.05,19.6,24.02,30.08,52,0,NORMAL
IGD_120,2026-02-23 09:21:37,3104,13381,1404,2007,16.1,13.56,32.91,40.48,24,0,Line degradation
IGD_124,2026-02-22 21:21:37,10906,22076,2845,3311,22.51,19.09,22.99,24.92,59,0,NORMAL
IGD_122,2026-02-22 21:21:37,1384,10749,648,1612,16.05,13.25,39.86,44.78,171,0,Configuration / Ports overload
IGD_128,2026-02-23 15:21:37,4853,21728,1621,3259,19.66,16.69,20.43,20.81,246,1,Configuration / Ports overload
IGD_194,2026-02-25 03:21:38,679,11299,782,1694,4.49,1.62,45.1,47.09,1923,2,High Interference / Noise
IGD_231,2026-02-23 15:21:38,9261,18780,2675,2817,20.87,14.07,18.2,22.31,45,0,NORMAL
IGD_094,2026-02-22 21:21:37,10162,23781,3260,3567,19.17,18.35,19.11,18.01,32,0,NORMAL
IGD_014,2026-02-24 03:21:37,5931,14271,1976,2140,24.2,13.72,27.35,32.86,121,0,NORMAL
IGD_179,2026-02-22 21:21:38,4444,16269,2097,2440,17.03,22.68,40.59,39.68,43,0,NORMAL
IGD_217,2026-02-24 15:21:38,7460,23344,1618,3501,20.45,12.22,16.2,18.18,406,0,Configuration / Ports overload
IGD_150,2026-02-24 15:21:37,3095,22675,2672,3401,8.92,5.88,32.81,41.35,439,1,Line degradation
IGD_226,2026-02-24 09:21:38,1128,12522,869,1878,4.42,3.14,33.2,37.25,1577,2,High Interference / Noise
IGD_037,2026-02-24 09:21:37,6054,16382,2334,2457,19.53,15.35,29.83,31.06,75,0,NORMAL
IGD_203,2026-02-23 21:21:38,12886,23664,3209,3549,24.35,15.89,22.66,25.0,53,0,NORMAL
IGD_290,2026-02-24 15:21:38,9410,21831,2904,3274,19.39,20.8,20.3,23.35,55,0,NORMAL
IGD_003,2026-02-25 03:21:37,372,8969,824,1345,7.07,4.81,63.39,69.71,1235,2,Line degradation
IGD_251,2026-02-23 03:21:38,4864,15024,1920,2253,14.14,20.1,30.06,31.79,48,0,NORMAL
IGD_297,2026-02-24 21:21:38,5253,23042,1892,3456,16.58,20.03,16.4,23.24,406,0,Configuration / Ports overload
IGD_105,2026-02-24 15:21:37,5572,14249,1830,2137,18.8,14.37,31.69,32.24,36,0,NORMAL
IGD_289,2026-02-24 15:21:38,12008,22831,2913,3424,25.73,20.9,24.58,24.56,78,0,NORMAL
IGD_143,2026-02-23 03:21:37,1646,9590,729,1438,20.3,14.93,40.68,42.29,176,1,Configuration / Ports overload
IGD_149,2026-02-24 21:21:37,1269,13247,1167,1987,2.78,3.03,26.39,32.61,2437,2,High Interference / Noise
IGD_019,2026-02-23 15:21:37,10121,18241,2510,2736,24.15,17.42,22.3,23.48,113,0,NORMAL
IGD_114,2026-02-23 21:21:37,3108,15491,1565,2323,11.65,12.03,40.37,39.79,149,0,Line degradation
IGD_019,2026-02-24 21:21:37,6363,18241,2584,2736,14.04,20.91,22.29,23.15,98,0,NORMAL
IGD_043,2026-02-22 21:21:37,2264,22668,1546,3400,4.69,2.53,16.19,15.16,910,2,High Interference / Noise
IGD_018,2026-02-22 21:21:37,513,9377,703,1406,1.86,4.5,36.24,45.38,664,2,High Interference / Noise
IGD_138,2026-02-24 15:21:37,12681,23517,3206,3527,23.56,17.6,17.33,16.51,41,0,NORMAL
IGD_047,2026-02-22 21:21:37,3088,14916,1225,2237,18.2,18.39,36.88,35.17,236,0,Configuration / Ports overload
IGD_005,2026-02-23 15:21:37,4416,19463,2251,2919,13.03,13.59,30.58,32.32,17,0,Line degradation
IGD_009,2026-02-24 15:21:37,3998,21094,2252,3164,9.57,13.74,28.9,28.81,94,0,Crosstalk / Saturation
IGD_133,2026-02-23 09:21:37,3162,15935,1732,2390,17.18,11.35,39.86,45.04,29,0,Line degradation
IGD_175,2026-02-22 21:21:38,5330,15114,2117,2267,16.94,15.56,31.46,33.96,90,0,NORMAL
IGD_071,2026-02-24 03:21:37,2685,9540,1303,1431,20.46,21.71,40.39,46.64,24,0,NORMAL
IGD_091,2026-02-23 15:21:37,1898,10452,1032,1567,14.41,13.58,49.21,52.36,120,1,Line degradation
IGD_029,2026-02-23 09:21:37,2527,13251,955,1987,14.03,15.9,27.0,27.16,167,0,Configuration / Ports overload
IGD_246,2026-02-24 21:21:38,2005,19119,1872,2867,7.63,5.52,40.15,41.39,1250,1,Line degradation
IGD_070,2026-02-23 15:21:37,3449,15604,1404,2340,16.01,13.25,35.68,44.22,10,0,Line degradation
IGD_209,2026-02-25 03:21:38,5098,16054,2196,2408,16.92,16.91,32.22,34.5,47,0,NORMAL
IGD_207,2026-02-24 09:21:38,726,9045,782,1356,7.2,1.56,46.76,46.57,511,2,High Interference / Noise
